ZKN_TYPE_000=Pokémon ?????
ZKN_TYPE_615=Pokémon Cristal
ZKN_TYPE_616=Pokémon Escargot
ZKN_TYPE_617=Pokémon Exuviateur
ZKN_TYPE_618=Pokémon Piège
ZKN_TYPE_619=Pokémon Art Martial
ZKN_TYPE_620=Pokémon Art Martial
ZKN_TYPE_621=Pokémon Caverne
ZKN_TYPE_622=Pokémon Golem Ancien
ZKN_TYPE_623=Pokémon Golem Ancien
ZKN_TYPE_624=Pokémon Coupant
ZKN_TYPE_625=Pokémon Tranchant
ZKN_TYPE_626=Pokémon Coup d’Bœuf
ZKN_TYPE_627=Pokémon Aiglon
ZKN_TYPE_628=Pokémon Vaillant
ZKN_TYPE_629=Pokémon Couche
ZKN_TYPE_630=Pokémon Vostour
ZKN_TYPE_631=Pokémon Tamanoir
ZKN_TYPE_632=Pokémon Fourmi Dure
ZKN_TYPE_633=Pokémon Rude
ZKN_TYPE_634=Pokémon Violent
ZKN_TYPE_635=Pokémon Brutal
ZKN_TYPE_636=Pokémon Torche
ZKN_TYPE_637=Pokémon Soleil
ZKN_TYPE_638=Pokémon Cœur de Fer
ZKN_TYPE_639=Pokémon Grotte
ZKN_TYPE_640=Pokémon Plaine Verte
ZKN_TYPE_641=Pokémon Tornade
ZKN_TYPE_642=Pokémon Foudroyeur
ZKN_TYPE_643=Pokémon Blanc Réel
ZKN_TYPE_644=Pokémon Noir Idéal
ZKN_TYPE_645=Pokémon Fertilité
ZKN_TYPE_646=Pokémon Frontière
ZKN_TYPE_647=Pokémon Poulain
ZKN_TYPE_648=Pokémon Mélodie
ZKN_TYPE_649=Pokémon Paléozoïque
ZKN_TYPE_650=Pokémon Bogue
ZKN_TYPE_651=Pokémon Épinarmure
ZKN_TYPE_652=Pokémon Épinarmure
ZKN_TYPE_653=Pokémon Renard
ZKN_TYPE_654=Pokémon Renard
ZKN_TYPE_655=Pokémon Renard
ZKN_TYPE_656=Pokémon Crapobulle
ZKN_TYPE_657=Pokémon Crapobulle
ZKN_TYPE_658=Pokémon Ninja
ZKN_TYPE_659=Pokémon Fouisseur
ZKN_TYPE_660=Pokémon Fouisseur
ZKN_TYPE_661=Pokémon Rougegorge
ZKN_TYPE_662=Pokémon Braise
ZKN_TYPE_663=Pokémon Fournaise
ZKN_TYPE_664=Pokémon Exhalécaille
ZKN_TYPE_665=Pokémon Exhalécaille
ZKN_TYPE_666=Pokémon Lépidécaille
ZKN_TYPE_667=Pokémon Lionceau
ZKN_TYPE_668=Pokémon Royal
ZKN_TYPE_669=Pokémon Uniflore
ZKN_TYPE_670=Pokémon Uniflore
ZKN_TYPE_671=Pokémon Jardin
ZKN_TYPE_672=Pokémon Monture
ZKN_TYPE_673=Pokémon Monture
ZKN_TYPE_674=Pokémon Garnement
ZKN_TYPE_675=Pokémon Patibulaire
ZKN_TYPE_676=Pokémon Caniche
ZKN_TYPE_677=Pokémon Retenue
ZKN_TYPE_678=Pokémon SelfContrôle
ZKN_TYPE_679=Pokémon Glaive
ZKN_TYPE_680=Pokémon Glaive
ZKN_TYPE_681=Pokémon Noble Lame
ZKN_TYPE_682=Pokémon Fragrance
ZKN_TYPE_683=Pokémon Parfum
ZKN_TYPE_684=Pokémon Confiserie
ZKN_TYPE_685=Pokémon Mousseline
ZKN_TYPE_686=Pokémon Rotation
ZKN_TYPE_687=Pokémon Révolution
ZKN_TYPE_688=Pokémon Bimane
ZKN_TYPE_689=Pokémon Assemblage
ZKN_TYPE_690=Pokémon Simulalgue
ZKN_TYPE_691=Pokémon Simulalgue
ZKN_TYPE_692=Pokémon Lance à Eau
ZKN_TYPE_693=Pokémon Blaster
ZKN_TYPE_694=Pokémon Générateur
ZKN_TYPE_695=Pokémon Générateur
ZKN_TYPE_696=Pokémon Prince
ZKN_TYPE_697=Pokémon Tyran
ZKN_TYPE_698=Pokémon Toundra
ZKN_TYPE_699=Pokémon Toundra
ZKN_TYPE_700=Pokémon Attachant
ZKN_TYPE_701=Pokémon Catcheur
ZKN_TYPE_702=Pokémon Antenne
ZKN_TYPE_703=Pokémon Joyau
ZKN_TYPE_704=Pokémon Mollusque
ZKN_TYPE_705=Pokémon Mollusque
ZKN_TYPE_706=Pokémon Dragon
ZKN_TYPE_707=Pokémon Trousseau
ZKN_TYPE_708=Pokémon Souche
ZKN_TYPE_709=Pokémon Vieillarbre
ZKN_TYPE_710=Pokémon Citrouille
ZKN_TYPE_711=Pokémon Citrouille
ZKN_TYPE_712=Pokémon Glaçon
ZKN_TYPE_713=Pokémon Iceberg
ZKN_TYPE_714=Pokémon Ondes
ZKN_TYPE_715=Pokémon Ondes
ZKN_TYPE_716=Pokémon Existence
ZKN_TYPE_717=Pokémon Annihilation
ZKN_TYPE_718=Pokémon Équilibre
ZKN_TYPE_719=Pokémon Joyau
ZKN_TYPE_720=Pokémon Chenapan
ZKN_TYPE_721=Pokémon Vapeur
ZKN_TYPE_722=Pokémon Plumefeuille
ZKN_TYPE_723=Pokémon Plum’acérée
ZKN_TYPE_724=Pokémon Plumeflèche
ZKN_TYPE_725=Pokémon Chat Feu
ZKN_TYPE_726=Pokémon Chat Feu
ZKN_TYPE_727=Pokémon Vil Catcheur
ZKN_TYPE_728=Pokémon Otarie
ZKN_TYPE_729=Pokémon Starlette
ZKN_TYPE_730=Pokémon Soliste
ZKN_TYPE_731=Pokémon Pivert
ZKN_TYPE_732=Pokémon Bec Clairon
ZKN_TYPE_733=Pokémon Canon
ZKN_TYPE_734=Pokémon Patrouille
ZKN_TYPE_735=Pokémon Filature
ZKN_TYPE_736=Pokémon Larve
ZKN_TYPE_737=Pokémon Batterie
ZKN_TYPE_738=Pokémon Scarabée
ZKN_TYPE_739=Pokémon Boxeur
ZKN_TYPE_740=Pokémon Crabe Velu
ZKN_TYPE_741=Pokémon Danse
ZKN_TYPE_742=Pokémon Bombyle
ZKN_TYPE_743=Pokémon Bombyle
ZKN_TYPE_744=Pokémon Chiot
ZKN_TYPE_745=Pokémon Loup
ZKN_TYPE_746=Pokémon Minipoisson
ZKN_TYPE_747=Pokémon Cruel
ZKN_TYPE_748=Pokémon Cruel
ZKN_TYPE_749=Pokémon Âne
ZKN_TYPE_750=Pokémon Cheval Trait
ZKN_TYPE_751=Pokémon Aquabulle
ZKN_TYPE_752=Pokémon Aquabulle
ZKN_TYPE_753=Pokémon Fauch’Herbe
ZKN_TYPE_754=Pokémon Fauch’Fleur
ZKN_TYPE_755=Pokémon Luminescent
ZKN_TYPE_756=Pokémon Luminescent
ZKN_TYPE_757=Pokémon Toxilézard
ZKN_TYPE_758=Pokémon Toxilézard
ZKN_TYPE_759=Pokémon Gigoteur
ZKN_TYPE_760=Pokémon Biscoteaux
ZKN_TYPE_761=Pokémon Fruit
ZKN_TYPE_762=Pokémon Fruit
ZKN_TYPE_763=Pokémon Fruit
ZKN_TYPE_764=Pokémon Tressefleur
ZKN_TYPE_765=Pokémon Grand Sage
ZKN_TYPE_766=Pokémon Coopération
ZKN_TYPE_767=Pokémon Cavaleur
ZKN_TYPE_768=Pokémon Blindé
ZKN_TYPE_769=Pokémon Pâtéd’Sable
ZKN_TYPE_770=Pokémon Châtod’Sable
ZKN_TYPE_771=Pokémon Holothurie
ZKN_TYPE_772=Pokémon Multigénome
ZKN_TYPE_773=Pokémon Multigénome
ZKN_TYPE_774=Pokémon Météore
ZKN_TYPE_775=Pokémon Rêveur
ZKN_TYPE_776=Pokémon Tortue Boum
ZKN_TYPE_777=Pokémon Roulenboule
ZKN_TYPE_778=Pokémon Fantômasque
ZKN_TYPE_779=Pokémon Grincedent
ZKN_TYPE_780=Pokémon Nonchalant
ZKN_TYPE_781=Pokémon Varech
ZKN_TYPE_782=Pokémon Écailles
ZKN_TYPE_783=Pokémon Écailles
ZKN_TYPE_784=Pokémon Écailles
ZKN_TYPE_785=Pokémon Tutélaire
ZKN_TYPE_786=Pokémon Tutélaire
ZKN_TYPE_787=Pokémon Tutélaire
ZKN_TYPE_788=Pokémon Tutélaire
ZKN_TYPE_789=Pokémon Nébuleuse
ZKN_TYPE_790=Pokémon Proto-Étoile
ZKN_TYPE_791=Pokémon Halo Solaire
ZKN_TYPE_792=Pokémon Halo Lunaire
ZKN_TYPE_793=Pokémon Parasite
ZKN_TYPE_794=Pokémon Enflé
ZKN_TYPE_795=Pokémon Gracile
ZKN_TYPE_796=Pokémon Luminaire
ZKN_TYPE_797=Pokémon Décollage
ZKN_TYPE_798=Pokémon Battô
ZKN_TYPE_799=Pokémon Bizarrovore
ZKN_TYPE_800=Pokémon Prisme
ZKN_TYPE_801=Pokémon Artificiel
ZKN_TYPE_802=Pokémon Ombrefuge
ZKN_TYPE_803=Pokémon Vénépic
ZKN_TYPE_804=Pokémon Vénépic
ZKN_TYPE_805=Pokémon Muraille
ZKN_TYPE_806=Pokémon Artificier
ZKN_TYPE_807=Pokémon Vif Éclair
ZKN_TYPE_808=Pokémon Écrou
ZKN_TYPE_809=Pokémon Écrou
ZKN_TYPE_810=Pokémon Chimpanzé
ZKN_TYPE_811=Pokémon Percussions
ZKN_TYPE_812=Pokémon Batteur
ZKN_TYPE_813=Pokémon Lapin
ZKN_TYPE_814=Pokémon Lapin
ZKN_TYPE_815=Pokémon Buteur
ZKN_TYPE_816=Pokémon Lézard’Eau
ZKN_TYPE_817=Pokémon Lézard’Eau
ZKN_TYPE_818=Pokémon Agent Secret
ZKN_TYPE_819=Pokémon Joufflu
ZKN_TYPE_820=Pokémon Goulu
ZKN_TYPE_821=Pokémon Minoiseau
ZKN_TYPE_822=Pokémon Corbeau
ZKN_TYPE_823=Pokémon Corbeau
ZKN_TYPE_824=Pokémon Larve
ZKN_TYPE_825=Pokémon Radôme
ZKN_TYPE_826=Pokémon Sept Points
ZKN_TYPE_827=Pokémon Renard
ZKN_TYPE_828=Pokémon Renard
ZKN_TYPE_829=Pokémon Chef-Fleur
ZKN_TYPE_830=Pokémon Chef-Coton
ZKN_TYPE_831=Pokémon Mouton
ZKN_TYPE_832=Pokémon Mouton
ZKN_TYPE_833=Pokémon Mordillage
ZKN_TYPE_834=Pokémon Morsure
ZKN_TYPE_835=Pokémon Chiot
ZKN_TYPE_836=Pokémon Chien
ZKN_TYPE_837=Pokémon Charbon
ZKN_TYPE_838=Pokémon Charbon
ZKN_TYPE_839=Pokémon Charbon
ZKN_TYPE_840=Pokémon Nid Pomme
ZKN_TYPE_841=Pokémon Ailes Pomme
ZKN_TYPE_842=Pokémon Jus Pomme
ZKN_TYPE_843=Pokémon Serpensable
ZKN_TYPE_844=Pokémon Serpensable
ZKN_TYPE_845=Pokémon Avaltouron
ZKN_TYPE_846=Pokémon Fonceur
ZKN_TYPE_847=Pokémon Transperceur
ZKN_TYPE_848=Pokémon Poupon
ZKN_TYPE_849=Pokémon Punk
ZKN_TYPE_850=Pokémon Calorifère
ZKN_TYPE_851=Pokémon Calorifère
ZKN_TYPE_852=Pokémon Caprice
ZKN_TYPE_853=Pokémon Jujitsu
ZKN_TYPE_854=Pokémon Thé Noir
ZKN_TYPE_855=Pokémon Thé Noir
ZKN_TYPE_856=Pokémon Calme
ZKN_TYPE_857=Pokémon Serein
ZKN_TYPE_858=Pokémon Silencieux
ZKN_TYPE_859=Pokémon Malin
ZKN_TYPE_860=Pokémon Scélérat
ZKN_TYPE_861=Pokémon Gonflette
ZKN_TYPE_862=Pokémon Barrage
ZKN_TYPE_863=Pokémon Viking
ZKN_TYPE_864=Pokémon Corail
ZKN_TYPE_865=Pokémon Canard Fou
ZKN_TYPE_866=Pokémon Comédien
ZKN_TYPE_867=Pokémon Rancune
ZKN_TYPE_868=Pokémon Crème
ZKN_TYPE_869=Pokémon Crème
ZKN_TYPE_870=Pokémon Escadron
ZKN_TYPE_871=Pokémon Oursin
ZKN_TYPE_872=Pokémon Ver
ZKN_TYPE_873=Pokémon Mite Givre
ZKN_TYPE_874=Pokémon Mégalithe
ZKN_TYPE_875=Pokémon Pingouin
ZKN_TYPE_876=Pokémon Émotion
ZKN_TYPE_877=Pokémon Volt Face
ZKN_TYPE_878=Pokémon Pachycuivre
ZKN_TYPE_879=Pokémon Pachycuivre
ZKN_TYPE_880=Pokémon Fossile
ZKN_TYPE_881=Pokémon Fossile
ZKN_TYPE_882=Pokémon Fossile
ZKN_TYPE_883=Pokémon Fossile
ZKN_TYPE_884=Pokémon Alliage
ZKN_TYPE_885=Pokémon Âme Errante
ZKN_TYPE_886=Pokémon Baby-sitter
ZKN_TYPE_887=Pokémon Furtif
ZKN_TYPE_888=Pokémon Valeureux
ZKN_TYPE_889=Pokémon Valeureux
ZKN_TYPE_890=Pokémon Giga
ZKN_TYPE_077_001=Pokémon Monocorne
ZKN_TYPE_078_001=Pokémon Monocorne
ZKN_TYPE_122_001=Pokémon Danse
ZKN_TYPE_555_002=Pokémon Daruma
ZKN_TYPE_720_001=Pokémon Djinn
